subj,pas,discr_accu,loc_accu,expDes1,expDes2,expDes3,expDes4,expDes5
43,1,0,0,2,1,1,2,6
43,1,1,1,1,2,2,2,13
43,2,1,1,1,1,5,1,8
43,1,0,1,1,1,1,2,2
43,1,1,1,2,1,2,1,2
43,2,1,1,1,2,5,2,2
43,1,1,1,2,2,5,1,6
43,2,0,1,1,1,4,1,15
43,2,1,0,1,1,2,1,23
43,2,1,1,1,1,5,2,30
43,2,1,1,1,1,4,1,23
43,1,0,0,2,2,1,2,9
43,2,1,1,1,1,3,1,10
43,1,0,0,1,2,1,2,14
43,1,0,0,1,2,2,2,27
43,1,1,1,1,1,3,1,7
43,2,1,1,1,1,5,1,36
43,1,1,0,2,2,5,1,2
43,1,0,0,1,1,1,2,32
43,1,1,0,1,1,3,1,17
43,2,1,1,1,2,3,1,27
43,1,1,1,2,1,4,1,3
43,1,0,1,1,1,5,2,23
43,1,0,0,1,2,3,2,8
43,1,0,0,2,2,3,2,1
43,1,1,1,1,1,5,1,16
43,2,0,1,1,1,5,2,19
43,1,1,0,2,2,2,1,2
43,1,0,1,2,1,4,2,9
43,1,1,1,1,1,5,1,2
43,2,1,1,1,2,3,1,15
43,1,0,1,1,1,1,2,26
43,2,1,1,1,2,4,2,15
43,2,1,1,1,1,3,2,13
43,2,1,1,1,2,5,2,28
43,2,1,1,1,1,3,1,30
43,1,0,1,1,1,1,2,20
43,2,0,1,1,2,5,2,31
43,1,1,0,2,1,1,1,7
43,2,0,1,1,2,3,1,29
43,4,1,1,1,1,5,2,16
43,1,0,0,2,2,3,2,5
43,1,0,0,1,2,3,2,22
43,2,1,1,1,2,5,1,5
43,1,1,1,2,2,4,1,9
43,2,1,1,1,2,4,2,29
43,1,1,1,1,1,1,1,16
43,1,1,1,1,1,1,1,4
43,1,0,1,2,1,5,2,3
43,1,1,0,1,2,3,1,11
43,1,1,1,1,2,4,1,32
43,3,1,1,1,2,5,1,2
43,1,0,0,1,1,2,2,6
43,3,1,1,1,2,4,2,27
43,2,1,0,1,1,1,1,18
43,1,1,1,1,2,3,1,30
43,1,0,1,1,1,2,2,36
43,3,1,1,1,1,5,2,28
43,1,1,1,2,1,2,1,10
43,2,1,1,1,1,4,1,4
43,1,0,1,1,1,2,2,32
43,1,1,1,2,1,4,1,10
43,1,0,0,1,2,2,2,34
43,2,1,1,1,2,5,2,34
43,2,0,0,2,2,4,2,4
43,1,1,1,1,1,4,2,20
43,2,1,1,2,2,5,1,7
43,2,1,1,1,2,4,2,7
43,2,0,1,1,2,4,1,33
43,1,0,1,2,1,3,2,1
43,1,1,1,1,1,2,1,20
43,1,0,0,1,2,3,2,2
43,1,0,0,1,2,1,2,22
43,2,1,1,1,1,5,2,25
43,1,1,1,1,1,4,2,15
43,2,0,1,1,1,3,1,6
43,1,1,0,1,2,3,2,12
43,1,1,0,2,1,1,1,2
43,1,1,0,1,2,1,1,25
43,1,1,0,2,2,3,1,8
43,1,0,1,2,2,4,2,1
43,1,0,0,1,1,3,2,9
43,1,1,0,1,1,2,1,25
43,1,0,1,1,2,4,2,8
43,1,1,0,1,1,3,1,4
43,3,1,1,1,2,5,1,22
43,1,0,1,2,2,1,2,5
43,1,1,0,2,1,4,1,6
43,1,1,1,1,2,2,1,26
43,1,0,1,1,2,1,2,36
43,1,1,1,2,2,1,1,4
43,3,1,0,1,1,4,1,31
43,2,1,1,1,1,4,1,36
43,2,1,1,1,1,4,1,27
43,2,0,1,1,2,2,1,1
43,1,0,0,1,2,2,2,21
43,1,0,0,2,2,3,2,5
43,1,0,0,2,2,2,2,8
43,2,1,0,1,2,4,1,11
43,2,1,1,1,2,4,1,6
43,1,1,1,2,1,1,1,2
43,1,0,1,1,1,3,2,5
43,2,1,1,1,1,4,1,29
43,1,0,1,1,1,2,2,30
43,1,1,0,2,2,2,1,1
43,1,0,1,1,1,4,2,33
43,1,0,0,1,2,3,2,29
43,1,0,1,1,1,4,2,10
43,1,1,0,1,2,2,1,24
43,1,1,1,1,1,1,1,3
43,1,0,0,1,2,1,2,23
43,2,1,1,1,1,4,2,18
43,2,1,1,1,2,5,1,36
43,2,0,1,1,2,1,2,5
43,1,1,1,2,2,5,1,4
43,2,1,1,1,1,4,2,24
43,1,1,1,1,1,2,1,22
43,1,0,1,2,1,3,2,4
43,1,0,1,2,1,1,2,6
43,2,1,1,1,1,5,2,22
43,1,0,0,2,2,4,2,6
43,1,0,0,1,2,3,2,13
43,3,1,1,1,1,5,2,13
43,3,1,1,1,2,5,1,16
43,2,1,1,1,1,4,2,17
43,2,1,1,1,1,4,1,24
43,1,0,1,2,1,2,2,8
43,1,1,0,2,2,1,1,10
43,2,1,1,1,1,3,2,11
43,1,0,1,1,1,3,2,22
43,2,1,1,1,2,5,1,34
43,1,0,1,1,2,2,2,11
43,2,1,1,1,1,5,1,31
43,2,1,1,1,2,5,1,13
43,1,0,1,2,1,5,2,3
43,1,1,0,1,2,1,1,4
43,1,1,0,1,2,4,1,9
43,1,1,1,2,1,5,1,6
43,1,1,0,1,2,1,1,35
43,1,0,1,1,1,1,2,9
43,1,0,1,1,1,2,2,23
43,1,0,0,1,2,4,2,36
43,1,1,1,1,2,4,2,4
43,2,1,1,1,2,5,2,8
43,1,0,0,2,2,4,2,2
43,1,1,1,2,1,3,1,4
43,1,0,0,1,2,1,2,30
43,2,1,1,1,1,4,2,22
43,1,1,1,2,1,2,1,10
43,2,0,1,1,2,4,1,25
43,1,0,1,1,1,2,2,15
43,1,0,1,2,1,4,2,7
43,2,0,1,1,1,3,1,3
43,1,1,1,2,1,3,1,6
43,1,0,1,1,1,1,2,19
43,1,0,1,1,1,3,2,20
43,1,1,0,2,2,2,1,2
43,1,0,0,2,2,3,2,3
43,1,1,1,2,1,4,1,1
43,1,1,1,2,1,1,1,10
43,1,0,0,2,2,1,2,1
43,3,1,1,1,1,5,1,30
43,1,0,0,2,2,2,2,1
43,1,1,1,2,1,3,1,9
43,2,0,1,1,1,4,1,3
43,1,1,1,2,1,2,1,6
43,2,1,1,1,1,5,2,36
43,1,1,1,1,1,1,1,9
43,1,0,1,1,1,2,2,12
43,1,1,0,2,2,5,1,9
43,1,1,1,2,1,5,1,9
43,1,0,1,2,1,4,2,5
43,1,1,1,2,1,3,1,5
43,1,1,1,1,1,2,1,33
43,1,0,1,1,1,3,2,34
43,1,0,0,2,2,4,2,8
43,2,1,1,1,1,5,1,28
43,1,0,0,1,2,4,2,1
43,1,1,0,2,2,1,1,2
43,1,0,1,2,1,3,2,2
43,2,0,1,1,2,4,1,24
43,1,1,1,1,1,2,1,32
43,1,0,1,1,1,2,2,18
43,1,0,1,2,1,5,2,6
43,1,0,1,1,1,1,2,12
43,1,0,0,2,2,5,2,7
43,1,0,0,2,2,2,2,8
43,1,0,1,1,1,3,2,14
43,1,0,0,1,2,1,2,33
43,1,1,1,1,1,4,1,28
43,1,1,1,1,1,1,1,20
43,1,0,0,1,2,4,2,12
43,1,0,0,2,2,2,2,3
43,1,0,1,2,1,4,2,4
43,1,1,0,2,2,4,1,4
43,1,1,1,2,1,4,1,3
43,1,1,1,2,1,3,1,9
43,1,0,0,1,2,5,2,25
43,3,1,1,1,1,5,2,27
43,1,0,0,1,2,2,2,17
43,1,1,0,1,2,1,1,7
43,1,1,0,1,2,2,1,25
43,1,1,0,2,2,4,1,2
43,1,1,1,1,1,2,1,27
43,1,1,1,2,1,1,1,3
43,1,0,0,2,2,4,2,7
43,1,1,1,1,1,1,1,19
43,1,0,1,1,1,2,2,10
43,1,0,0,2,2,2,2,6
43,1,1,1,2,1,1,1,3
43,1,0,1,1,1,3,2,33
43,1,1,1,2,1,1,1,6
43,1,1,1,1,1,3,1,33
43,1,1,0,1,2,1,1,18
43,2,0,1,1,1,4,1,26
43,2,1,1,1,2,5,1,9
43,3,1,1,1,1,4,1,17
43,2,1,1,1,1,5,1,32
43,1,0,1,2,1,5,2,10
43,1,0,0,2,2,4,2,1
43,3,1,1,1,1,5,1,11
43,2,1,1,1,1,5,2,15
43,1,0,1,2,1,4,2,10
43,3,1,1,1,2,5,2,35
43,1,1,1,1,1,1,1,12
43,1,1,0,2,2,4,1,3
43,1,1,0,2,2,3,1,4
43,1,1,0,1,2,4,1,31
43,3,1,1,1,2,4,2,33
43,2,0,1,1,2,2,1,9
43,2,1,1,1,1,4,1,10
43,1,1,0,1,2,2,1,18
43,2,1,1,1,1,5,1,13
43,1,1,0,1,2,1,1,29
43,1,1,0,1,2,1,1,21
43,2,1,1,1,2,3,2,14
43,1,1,0,1,1,1,1,32
43,3,1,1,1,1,5,1,33
43,1,0,1,1,1,2,2,9
43,1,0,0,2,2,5,2,2
43,1,0,0,1,1,1,2,14
43,2,1,1,1,1,5,2,18
43,1,1,1,2,1,5,1,1
43,1,1,1,1,1,5,1,26
43,1,1,1,2,1,5,1,10
43,1,0,0,2,2,5,2,8
43,1,1,1,2,1,3,1,10
43,1,1,0,1,2,4,1,16
43,1,0,1,1,1,1,2,23
43,1,0,1,1,1,1,2,5
43,1,0,0,1,2,2,2,7
43,1,1,0,1,2,1,1,30
43,1,1,1,2,1,4,1,9
43,1,1,0,1,2,2,1,19
43,1,0,1,1,1,3,2,3
43,1,1,1,1,1,3,1,13
43,3,1,1,1,2,5,2,21
43,2,1,1,1,1,5,1,15
43,2,1,1,1,1,4,1,13
43,2,0,1,2,1,2,2,3
43,2,1,0,2,2,2,1,4
43,2,1,1,1,1,4,1,34
43,2,1,0,1,2,3,1,13
43,2,0,0,1,2,1,2,1
43,2,1,1,1,1,1,1,2
43,2,0,0,2,2,2,2,1
43,2,1,1,1,1,5,1,29
43,2,1,1,1,1,4,2,12
43,2,0,0,2,2,1,2,6
43,1,0,1,1,1,1,2,13
43,1,0,1,2,1,4,2,7
43,3,0,1,1,1,3,1,9
43,2,1,1,1,2,3,1,1
43,1,1,1,1,1,5,1,17
43,1,0,0,1,1,1,2,25
43,1,1,1,2,2,2,1,7
43,1,0,0,2,1,4,2,1
43,1,0,1,2,2,5,2,3
43,1,0,1,1,2,3,2,24
43,1,0,0,1,1,3,2,36
43,1,0,1,1,2,1,2,11
43,1,0,1,1,2,3,2,16
43,1,0,0,1,1,1,2,28
43,1,0,0,1,1,2,2,16
43,1,0,1,1,2,3,2,33
43,1,0,0,2,2,1,2,4
43,2,1,1,1,2,3,1,21
43,2,1,1,1,1,5,2,9
43,2,1,1,1,1,2,1,9
43,1,0,0,1,1,2,2,21
43,2,1,1,1,1,4,2,13
43,2,1,0,2,2,3,1,9
43,1,0,1,1,2,4,2,31
43,1,1,1,1,2,2,1,6
43,1,1,0,1,1,2,1,2
43,1,1,1,2,2,1,1,7
43,1,1,1,1,1,5,2,24
43,1,0,1,2,1,5,2,7
43,1,0,0,2,1,5,2,9
43,1,1,1,2,2,3,1,3
43,2,1,1,1,2,4,2,2
43,2,1,1,1,1,4,2,34
43,2,0,1,1,2,4,1,27
43,2,1,1,1,2,5,1,15
43,1,0,0,2,1,1,2,3
43,1,1,0,1,1,3,1,26
43,1,0,1,1,2,3,2,6
43,1,1,1,1,2,3,1,35
43,1,1,1,1,2,4,1,20
43,1,1,1,2,2,2,1,3
43,1,1,1,2,1,5,1,3
43,1,1,1,2,1,1,1,8
43,1,0,0,1,2,3,2,10
43,1,1,1,1,1,1,1,6
43,1,0,0,1,2,3,2,27
43,1,1,0,2,2,3,1,6
43,1,0,1,1,1,4,2,9
43,1,1,0,2,2,3,1,7
43,1,0,1,2,1,1,2,8
43,1,0,0,1,2,5,2,6
43,1,1,1,1,1,2,1,19
43,1,1,0,2,2,5,1,7
43,1,0,1,2,1,5,2,6
43,1,1,0,1,2,2,1,28
43,2,0,0,1,2,4,1,10
43,1,0,1,1,1,1,2,22
43,1,0,1,2,2,2,2,10
43,1,1,1,2,2,5,1,5
43,1,0,0,1,1,1,2,18
43,3,1,1,1,1,5,2,17
43,1,1,0,1,2,2,1,21
43,1,0,0,1,2,3,2,26
43,1,0,0,2,2,4,2,5
43,1,0,0,1,2,1,2,8
43,1,1,1,2,1,5,1,1
43,2,1,1,1,1,4,1,8
43,2,0,0,2,2,5,2,6
43,1,1,1,2,1,2,1,2
43,1,1,1,2,1,2,1,8
43,1,1,0,1,2,2,1,30
43,3,1,1,1,2,5,1,26
43,1,1,0,1,2,3,1,22
43,1,0,0,1,2,2,2,3
43,1,0,0,2,2,5,2,5
43,1,0,0,1,2,4,2,11
43,1,0,0,1,2,2,2,9
43,1,0,0,1,2,1,2,10
43,1,0,1,1,1,2,2,34
43,2,0,1,1,2,4,1,4
43,1,1,1,2,2,5,1,2
43,1,1,1,2,2,5,1,10
43,1,0,1,1,2,4,2,25
43,1,0,1,1,2,4,2,26
43,2,1,1,1,1,5,2,12
43,1,1,1,1,1,2,1,8
43,1,1,1,2,1,1,1,5
43,1,1,1,1,2,2,1,3
43,1,0,0,1,2,2,2,33
43,1,1,0,1,2,4,1,29
43,1,0,1,1,1,2,2,1
43,1,0,1,2,1,2,2,6
43,1,0,1,2,1,1,2,9
43,1,1,0,1,2,3,1,2
43,1,0,0,1,2,1,2,19
43,1,0,1,1,1,3,2,6
43,1,1,0,1,2,1,1,3
43,1,1,0,1,2,1,1,2
43,2,1,1,1,2,5,1,28
43,1,1,1,1,1,3,1,15
43,1,1,1,2,2,5,1,3
43,1,1,1,1,1,3,1,24
43,1,1,0,1,2,2,1,13
43,1,0,1,1,2,4,2,30
43,1,1,1,1,2,3,1,17
43,1,0,1,2,2,4,2,2
43,1,0,1,1,2,4,2,10
43,2,1,1,1,2,5,2,9
43,1,0,0,1,2,3,2,5
43,1,1,0,1,2,3,1,6
43,1,0,1,1,1,2,2,5
43,1,0,0,1,2,1,2,17
43,1,1,0,1,1,2,1,11
43,2,1,1,1,2,5,2,29
43,1,0,1,2,1,3,2,7
43,1,1,1,2,1,1,1,1
43,1,0,1,2,1,1,2,4
43,1,0,1,1,1,4,2,27
43,1,1,1,2,1,2,1,9
43,1,1,0,1,2,1,1,34
43,1,0,0,2,2,4,2,10
43,3,1,1,1,1,4,1,32
43,1,0,0,1,2,3,2,17
43,1,1,0,1,2,1,1,22
43,3,1,1,1,2,5,2,33
43,1,1,1,1,1,1,1,26
43,1,0,1,2,1,1,2,2
43,2,1,1,1,1,5,2,32
43,1,0,1,2,1,4,2,10
43,1,1,0,2,2,2,1,7
43,1,1,0,2,2,3,1,8
43,1,1,0,2,2,3,1,1
43,1,0,0,1,2,2,2,20
43,3,1,1,1,1,5,1,7
43,2,0,0,1,2,4,2,5
43,2,1,0,2,2,4,1,2
43,1,0,1,2,1,1,2,1
43,4,1,1,1,2,3,1,34
43,1,1,0,1,2,1,1,16
43,1,1,0,2,2,3,1,5
43,1,1,0,2,2,1,1,4
43,1,1,0,2,2,3,1,2
43,1,1,1,2,1,2,1,9
43,3,1,1,1,2,5,1,31
43,1,0,0,2,2,2,2,7
43,1,0,1,2,1,1,2,4
43,1,1,1,1,1,2,1,28
43,1,1,0,2,2,1,1,8
43,1,0,1,1,1,3,2,19
43,2,1,1,1,2,3,1,18
43,3,1,1,1,1,5,2,33
43,3,1,1,1,2,4,2,19
43,2,1,1,1,2,4,2,9
43,4,1,1,1,2,5,1,10
43,1,1,1,2,1,4,1,5
43,2,0,1,1,1,2,1,31
43,1,0,0,1,2,2,2,24
43,2,1,1,1,2,5,1,20
43,1,1,0,1,2,1,1,12
43,1,1,0,2,2,1,1,5
43,2,0,1,1,1,4,1,33
43,2,1,1,1,2,5,2,20
43,1,0,1,1,1,2,2,25
43,1,1,0,1,2,2,1,22
43,1,1,0,2,2,4,1,5
43,1,1,1,2,1,5,1,2
43,1,1,0,2,2,5,1,6
43,1,0,1,1,1,3,2,2
43,1,0,1,1,1,2,2,26
43,1,0,0,1,2,3,2,36
43,1,0,0,2,2,4,2,9
43,1,1,1,1,1,2,1,24
43,1,0,0,2,2,1,2,4
43,2,1,1,1,1,3,1,21
43,2,0,1,1,1,3,2,26
43,1,0,0,2,2,5,2,7
43,1,0,0,1,2,1,2,6
43,1,0,0,1,2,2,2,25
43,4,1,1,1,1,5,2,26
43,1,0,0,2,2,3,2,6
43,1,0,1,2,1,1,2,7
43,1,1,1,1,1,1,1,22
43,1,1,1,1,1,1,1,23
43,1,0,1,1,1,2,2,17
43,1,1,1,1,1,1,1,7
43,1,0,1,2,1,3,2,1
43,1,1,0,1,2,2,1,5
43,1,1,0,2,2,5,1,10
43,1,0,1,2,1,3,2,8
43,2,1,1,1,1,4,1,30
43,1,0,1,1,1,1,2,8
43,2,1,1,1,1,4,1,22
43,1,0,0,1,2,2,2,4
43,1,0,1,2,1,4,2,4
43,2,1,1,1,1,4,1,35
43,1,1,1,1,1,3,1,8
43,2,1,1,1,1,4,2,5
43,1,1,1,1,1,2,1,4
43,1,1,0,1,2,1,1,10
43,1,1,1,2,1,5,1,8
43,1,0,0,1,2,3,2,31
43,1,0,0,1,2,5,2,19
43,1,1,1,1,2,4,1,13
43,1,0,1,1,1,1,2,34
43,1,1,1,1,1,5,1,19
43,1,1,0,1,1,1,1,36
43,1,0,0,2,2,2,2,9
43,1,1,1,1,1,1,1,13
43,1,0,1,1,1,4,2,21
43,1,0,1,1,1,3,2,28
43,1,1,0,2,2,1,1,6
43,2,1,1,1,2,4,1,12
43,2,1,1,1,2,5,2,10
43,1,0,1,2,2,5,2,9
43,2,1,1,1,1,4,1,9
43,1,1,0,1,2,2,1,35
43,2,1,1,1,2,5,1,21
43,2,1,1,1,2,5,2,27
43,1,1,0,2,2,2,1,3
43,1,1,0,1,2,3,1,9
43,1,1,0,2,2,4,1,6
43,1,1,0,1,2,3,1,25
43,2,1,1,1,2,4,1,28
43,1,0,0,2,2,5,2,8
43,1,0,0,2,2,1,2,9
43,1,1,0,2,2,2,1,4
43,1,0,1,2,1,2,2,1
43,1,0,1,2,1,4,2,3
43,2,1,1,1,2,4,2,13
43,1,0,0,2,2,5,2,9
43,1,0,0,2,2,2,2,6
43,2,1,1,1,1,5,2,1
43,3,0,1,1,2,2,1,15
43,1,0,1,2,1,5,2,7
43,2,1,1,1,1,3,2,10
43,2,0,1,1,2,2,1,2
43,2,0,1,1,1,4,1,5
43,2,1,1,1,1,3,2,1
43,2,1,0,1,2,2,1,31
43,1,1,1,2,1,2,1,8
43,1,1,0,1,2,3,1,8
43,1,1,0,2,2,1,1,1
43,1,1,1,2,1,4,1,6
43,1,1,0,1,2,2,1,34
43,1,0,1,2,1,3,2,4
43,1,1,1,2,1,2,1,1
43,1,1,1,2,1,3,1,1
43,1,0,0,2,2,3,2,1
43,1,0,1,1,1,3,2,32
43,1,0,1,1,1,2,2,27
43,2,1,1,1,2,5,1,7
43,1,0,1,2,1,3,2,7
43,1,0,1,1,1,1,2,3
43,1,1,0,1,2,1,1,31
43,2,0,1,1,2,4,2,6
43,2,1,1,1,2,3,1,4
43,1,0,1,1,1,5,2,8
43,1,1,0,1,2,3,1,33
43,2,0,1,1,2,4,1,23
43,1,1,0,1,2,2,1,29
43,1,1,1,2,1,2,1,3
43,1,0,0,1,2,1,2,18
43,1,0,1,2,1,2,2,9
43,1,0,1,2,1,5,2,1
43,3,0,1,1,1,4,1,7
43,1,1,0,1,2,1,1,1
43,1,1,1,1,1,2,1,10
43,1,1,1,2,1,1,1,9
43,3,1,1,1,2,5,1,19
43,1,0,0,1,2,3,2,25
43,1,0,1,1,1,1,2,4
43,1,0,1,2,1,2,2,10
43,2,1,1,1,2,5,1,6
43,1,0,1,2,1,4,2,2
43,1,0,1,1,2,1,2,7
43,1,0,0,1,1,2,2,3
43,1,1,1,1,1,5,1,21
43,2,1,0,1,1,2,1,6
43,1,1,1,2,1,3,1,7
43,1,1,0,2,2,2,1,5
43,1,0,0,2,2,4,2,10
43,3,1,1,1,1,5,1,6
43,1,1,1,1,1,1,1,21
43,1,0,1,2,1,2,2,10
43,1,1,1,1,1,3,1,12
43,3,1,1,1,2,4,2,20
43,1,0,0,1,2,1,2,20
43,1,0,0,1,2,2,2,36
43,2,0,1,1,2,5,1,1
43,1,0,1,1,1,1,2,27
43,2,1,1,1,2,5,2,1
43,1,1,1,1,1,2,1,15
43,1,0,1,1,1,1,2,36
43,1,1,1,1,1,3,1,23
43,2,1,1,1,2,5,1,3
43,1,0,1,2,1,3,2,8
43,1,0,0,2,2,3,2,2
43,1,0,1,2,1,4,2,3
43,1,1,1,1,1,3,1,1
43,1,0,0,2,2,1,2,1
43,1,1,1,2,1,5,1,10
43,1,1,1,2,1,4,1,4
43,1,0,1,1,1,5,2,14
43,1,1,1,2,1,4,1,1
43,1,1,0,1,2,1,1,26
43,1,0,0,1,2,2,2,10
43,1,1,1,2,1,5,1,7
43,2,0,0,1,2,5,2,7
43,1,1,0,1,2,1,1,32
43,1,0,1,2,1,5,2,8
43,2,1,1,1,2,5,2,15
43,1,1,0,2,2,1,1,7
43,1,0,0,1,2,3,2,21
43,1,0,0,1,2,3,2,35
43,1,0,0,1,2,1,2,2
43,2,1,1,1,2,5,2,11
43,2,0,1,1,2,4,1,7
44,1,0,1,2,2,5,1,5
44,2,1,1,1,1,4,1,22
44,2,1,1,1,2,5,1,33
44,1,0,0,1,2,2,2,25
44,1,0,0,2,1,1,2,2
44,1,0,0,2,1,1,2,3
44,1,0,1,2,1,3,2,5
44,2,1,1,1,1,5,2,11
44,1,1,1,2,2,1,1,3
44,1,1,1,2,1,3,1,9
44,1,0,1,1,2,3,2,10
44,2,1,1,1,2,5,2,11
44,1,1,0,2,2,2,1,8
44,1,0,1,1,2,2,2,15
44,1,1,1,1,2,4,2,33
44,1,0,1,2,1,2,2,8
44,1,0,0,1,2,3,2,21
44,1,1,0,2,1,3,2,2
44,1,0,1,2,1,4,1,9
44,1,0,1,1,2,4,2,5
44,1,1,0,2,2,2,2,7
44,2,1,1,1,2,4,2,7
44,2,1,1,2,2,1,1,9
44,1,1,0,2,1,2,2,8
44,1,0,1,1,1,2,1,6
44,2,1,1,1,2,4,1,33
44,2,0,0,1,1,1,1,27
44,1,0,1,1,1,3,2,10
44,1,1,1,2,2,1,1,1
44,2,0,1,1,2,3,1,5
44,3,1,1,1,1,5,1,4
44,1,1,1,2,2,5,2,5
44,2,1,1,1,2,4,2,30
44,1,1,1,2,2,4,1,7
44,1,0,1,2,1,1,2,5
44,1,1,0,1,2,1,2,8
44,1,1,0,1,1,3,2,36
44,1,0,0,2,2,3,1,5
44,1,1,1,1,1,2,2,26
44,1,0,1,1,2,1,2,27
44,3,1,1,1,1,5,2,20
44,1,0,1,1,1,3,2,16
44,1,0,0,2,1,4,1,3
44,3,1,1,1,2,5,1,13
44,1,1,0,2,2,2,1,10
44,2,1,1,1,1,3,1,3
44,1,1,1,1,2,3,1,2
44,1,1,1,2,1,3,1,4
44,1,1,0,2,1,2,2,5
44,2,0,1,1,1,3,1,8
44,1,0,0,1,1,1,2,22
44,1,1,1,2,1,2,1,1
44,1,0,0,2,1,1,2,7
44,1,1,0,1,2,1,2,29
44,1,1,0,2,1,5,1,9
44,1,0,1,2,1,1,1,3
44,1,0,1,2,2,5,2,6
44,1,0,0,2,2,2,2,3
44,1,0,0,1,1,2,2,18
44,2,0,1,1,1,4,1,12
44,1,1,0,2,1,1,1,9
44,1,1,0,1,2,3,1,29
44,1,1,1,1,2,1,1,29
44,1,1,0,2,2,2,1,1
44,1,0,0,1,1,1,2,33
44,3,1,1,1,1,4,1,9
44,1,1,1,2,2,3,2,9
44,1,0,0,2,2,4,1,1
44,1,0,0,2,1,1,1,6
44,3,1,1,1,2,5,1,32
44,1,0,1,2,1,4,2,6
44,2,1,1,1,1,4,2,12
44,1,1,0,2,2,5,1,7
44,3,1,1,1,1,4,2,14
44,2,1,1,1,1,4,2,23
44,3,1,1,1,1,5,2,34
44,1,1,0,2,2,2,1,4
44,2,1,1,1,1,4,2,9
44,2,1,1,1,2,5,2,21
44,1,1,0,1,2,2,1,1
44,1,0,1,1,2,3,2,36
44,1,0,0,1,2,3,2,5
44,2,1,1,1,1,3,2,28
44,1,0,1,1,2,1,2,14
44,1,1,0,1,1,2,2,24
44,1,0,0,2,2,5,2,6
44,1,1,0,1,2,2,1,18
44,1,0,0,1,1,1,2,1
44,1,1,0,1,2,1,1,19
44,1,1,1,1,2,3,1,17
44,1,1,0,2,2,3,1,2
44,2,1,1,1,1,5,2,23
44,1,0,0,1,2,2,2,7
44,1,0,1,1,2,2,2,2
44,1,1,0,1,2,3,2,12
44,1,0,1,1,2,3,2,22
44,1,0,0,1,2,4,1,12
44,2,1,1,1,1,4,2,5
44,2,1,1,1,1,3,1,20
44,3,1,1,1,1,5,1,30
44,2,1,1,1,2,4,1,3
44,3,1,1,1,2,4,1,9
44,2,1,1,1,1,2,2,4
44,1,1,1,2,1,2,1,5
44,1,0,0,2,1,4,2,7
44,2,1,1,1,1,3,1,22
44,2,1,1,1,2,2,1,10
44,2,0,1,1,1,1,2,12
44,2,1,1,1,2,5,2,31
44,1,1,1,1,1,1,1,17
44,2,0,1,1,2,3,2,24
44,2,1,1,1,2,5,1,18
44,2,0,1,1,1,3,1,24
44,1,0,0,2,1,2,2,3
44,1,1,1,1,2,3,2,18
44,1,1,1,2,1,4,1,5
44,2,1,1,1,2,4,2,25
44,2,1,1,1,2,2,1,22
44,1,0,0,1,2,1,2,16
44,1,0,0,2,1,2,2,6
44,1,1,1,1,1,2,1,25
44,3,1,1,1,1,5,2,8
44,3,1,1,1,1,4,1,34
44,1,1,1,1,2,1,1,1
44,1,1,1,1,2,2,1,29
44,1,1,1,1,1,2,1,15
44,1,0,1,2,1,3,1,6
44,1,1,1,2,1,3,1,8
44,1,1,1,2,2,5,1,7
44,1,0,0,2,2,5,2,9
44,3,1,1,1,1,5,1,29
44,3,1,1,1,1,4,2,3
44,1,0,0,2,2,5,2,8
44,2,0,1,1,2,4,2,27
44,1,0,0,1,2,2,2,23
44,2,1,1,1,2,3,1,8
44,1,0,0,1,2,2,2,12
44,1,1,0,1,2,1,1,25
44,2,0,1,1,1,2,1,21
44,1,1,1,2,2,1,1,4
44,3,1,1,1,1,4,1,15
44,1,1,1,2,2,4,1,9
44,1,1,1,1,1,2,1,33
44,3,1,1,1,1,5,2,24
44,1,1,0,2,2,3,1,4
44,1,1,0,2,1,4,1,6
44,2,1,1,1,2,3,2,32
44,1,1,1,2,1,1,1,8
44,2,1,1,1,2,4,2,1
44,2,0,1,1,1,4,2,32
44,2,0,1,1,2,3,1,36
44,1,0,0,2,2,1,2,1
44,2,0,1,1,2,3,1,15
44,1,1,1,2,1,3,1,10
44,1,0,0,2,2,1,2,7
44,1,1,1,2,2,3,1,9
44,1,0,1,2,1,3,1,2
44,2,1,1,1,2,4,1,35
44,2,1,1,1,2,3,1,21
44,1,0,0,1,2,1,2,32
44,1,0,1,2,2,5,2,8
44,3,1,1,1,2,5,2,16
44,1,0,0,1,2,1,1,36
44,1,1,1,1,2,2,2,30
44,1,0,0,1,2,1,2,28
44,3,1,1,1,1,5,1,27
44,1,0,0,2,1,4,1,10
44,1,1,0,2,2,3,1,7
44,1,1,0,2,2,1,2,10
44,1,1,0,2,2,4,2,4
44,1,1,1,1,2,3,2,16
44,3,1,1,1,1,4,1,5
44,2,0,1,1,1,3,2,22
44,2,1,1,1,1,4,1,23
44,1,0,0,1,1,1,2,15
44,1,1,0,2,2,2,2,4
44,2,1,1,1,2,5,1,21
44,2,1,1,1,2,4,1,28
44,1,1,1,2,1,2,2,7
44,2,1,1,1,1,3,2,11
44,1,1,0,1,2,2,1,28
44,2,1,1,1,2,3,2,35
44,1,0,0,2,2,2,2,2
44,1,0,0,1,2,3,2,30
44,1,1,1,1,2,2,1,6
44,2,1,1,1,2,5,1,3
44,2,1,1,1,2,5,1,14
44,1,1,0,1,2,1,1,6
44,1,1,1,1,1,3,1,34
